@relation hcr_hashlex_trainset

@attribute 41 numeric
@attribute 43 numeric
@attribute 42 numeric
@attribute 40 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 39 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute df.result.emo_pos numeric
@attribute df.result.emo_neg numeric
@attribute df.result.lex_pos numeric
@attribute df.result.lex_neg numeric
@attribute df.result.classe {positive,negative}

@data
0,4,2,0,4,1,0,1,0,0,0,0,0,negative
9,3,7,4,2,2,1,0,0,0,0,0,1,negative
2,13,13,0,9,3,0,0,0,0,0,1,0,negative
2,1,2,0,3,0,0,0,0,0,0,0,1,negative
3,6,11,1,2,1,0,0,0,0,0,0,1,negative
2,3,5,0,5,0,0,0,0,0,0,0,0,negative
2,8,5,0,4,0,0,0,0,0,0,2,3,negative
2,6,4,1,6,0,1,0,0,0,0,0,0,negative
3,7,4,3,5,0,0,0,0,0,0,2,0,negative
9,4,9,1,5,1,0,0,0,0,0,1,0,negative
7,12,10,0,7,0,0,0,0,0,0,0,0,negative
3,5,8,3,8,1,0,0,0,0,0,2,1,negative
9,11,17,3,4,3,1,0,0,0,0,3,0,negative
2,0,3,0,3,0,0,0,0,0,0,0,1,negative
1,5,0,0,2,2,0,0,0,0,0,0,0,negative
4,10,5,1,7,3,0,3,0,0,0,0,0,negative
7,7,4,6,5,2,0,1,0,0,0,0,1,negative
3,6,7,0,3,5,0,0,0,0,0,1,0,negative
5,2,1,4,0,0,1,0,0,0,0,0,0,negative
2,3,4,5,1,0,0,0,0,0,0,2,1,negative
1,5,7,1,2,0,0,0,0,0,0,0,1,negative
3,16,6,2,9,3,0,0,0,0,0,0,0,negative
4,15,14,1,2,0,0,0,0,0,0,1,0,negative
8,1,6,0,2,0,0,0,0,0,0,0,1,negative
0,9,6,0,0,2,0,1,0,0,0,0,2,negative
7,2,6,7,3,0,1,0,0,0,0,0,2,negative
3,5,3,1,4,1,0,0,0,0,0,0,0,negative
1,5,7,0,3,0,0,0,0,0,0,0,1,negative
7,4,5,2,2,1,1,0,0,0,0,1,0,negative
4,2,13,3,5,3,0,0,0,0,0,2,0,negative
1,4,3,0,5,2,0,0,0,0,0,0,1,negative
2,2,6,2,13,2,0,2,0,0,0,1,2,negative
4,3,4,2,3,2,0,1,0,0,0,1,1,negative
4,4,8,1,2,2,0,1,0,0,0,0,0,negative
6,8,10,2,5,0,0,0,0,0,0,2,0,negative
3,8,5,6,15,4,0,0,0,0,0,0,1,negative
3,3,2,0,1,0,0,0,0,0,0,0,0,negative
4,4,6,5,2,0,0,0,0,0,0,1,1,negative
3,7,6,0,7,3,0,3,0,0,0,1,1,negative
1,2,0,0,3,1,0,0,0,0,0,1,0,negative
1,4,7,1,5,2,0,0,0,0,0,0,2,negative
4,8,11,0,5,4,0,0,0,0,0,0,0,negative
12,6,10,1,4,2,0,0,0,0,0,0,0,negative
3,8,5,0,9,3,0,1,0,0,0,1,1,negative
0,5,3,0,2,0,0,1,0,0,0,0,1,negative
2,1,1,2,0,2,0,0,0,0,0,0,1,negative
4,5,2,1,0,1,0,0,0,0,0,0,1,negative
1,5,3,1,3,0,0,0,0,0,0,1,0,negative
7,8,8,0,4,1,0,0,0,0,0,3,0,negative
1,2,3,3,1,1,0,0,0,0,0,0,0,negative
0,16,3,0,11,1,0,0,0,0,0,0,1,negative
3,5,5,1,4,1,0,0,0,0,0,0,1,negative
3,2,4,5,0,0,0,0,0,0,0,1,0,negative
2,8,4,3,5,3,1,0,0,0,0,0,1,negative
4,8,11,1,7,1,0,0,0,0,0,0,0,negative
1,15,9,2,5,0,0,1,0,0,0,0,2,negative
1,7,5,0,7,1,0,0,0,0,0,1,1,negative
2,9,4,1,2,1,0,0,0,0,0,0,1,negative
7,3,6,2,5,1,0,0,0,0,0,0,1,negative
3,8,8,1,4,5,0,0,0,0,0,0,1,negative
5,6,4,0,1,2,0,0,0,0,0,1,1,negative
2,0,0,3,0,1,0,0,0,0,0,0,1,negative
5,6,4,0,4,0,0,0,0,0,0,1,0,negative
0,11,10,0,10,10,0,0,0,0,0,1,2,negative
6,4,4,0,3,3,0,0,0,0,0,1,2,negative
5,8,4,4,10,3,0,1,0,0,0,0,0,negative
7,9,8,2,4,3,0,0,0,0,0,0,0,negative
3,3,6,4,2,2,0,0,0,0,0,0,0,negative
4,6,9,0,7,3,0,1,0,0,0,0,0,negative
5,10,5,2,3,2,0,1,0,0,0,0,1,negative
9,8,7,5,1,1,0,0,0,0,0,1,0,negative
0,8,7,1,4,0,0,0,0,0,0,0,1,negative
6,3,10,2,0,2,0,0,0,0,0,0,0,negative
2,4,4,1,4,0,0,0,0,0,0,0,0,negative
3,4,4,4,2,2,0,0,0,0,0,0,1,negative
1,0,2,0,1,0,0,0,0,0,0,0,1,negative
5,4,2,5,3,2,0,0,0,0,0,1,0,negative
0,1,3,0,3,1,0,0,0,0,0,0,1,negative
5,4,5,2,3,1,0,0,0,0,0,1,0,negative
1,1,3,0,2,1,0,0,0,0,0,1,0,negative
0,2,4,0,2,1,0,0,0,0,0,0,0,negative
6,2,8,0,0,0,0,0,0,0,0,0,0,negative
2,3,4,0,2,6,0,0,0,0,0,2,0,negative
6,7,9,0,2,2,0,0,0,0,0,3,0,negative
5,6,7,2,1,1,0,0,0,0,0,0,1,negative
1,2,7,0,1,0,0,0,0,0,0,0,0,negative
1,4,7,2,3,1,0,0,0,0,0,2,0,negative
5,5,6,2,3,0,0,0,0,0,0,0,0,negative
2,1,4,0,1,0,0,0,0,0,0,1,1,negative
3,4,4,4,3,1,0,0,0,0,0,0,0,negative
5,7,12,2,9,2,0,0,0,0,0,1,0,negative
3,5,6,2,3,4,0,0,0,0,0,0,0,negative
2,2,10,1,0,0,0,0,0,0,0,0,1,negative
6,2,7,4,4,0,0,0,0,0,0,1,0,negative
5,6,9,1,1,0,0,0,0,0,0,1,0,negative
9,4,8,2,2,0,0,0,0,0,0,0,1,negative
7,7,11,1,0,0,0,0,0,0,0,2,0,negative
5,6,11,1,4,3,0,0,0,0,0,1,2,negative
2,5,11,0,3,0,0,0,0,0,0,0,1,negative
3,10,4,0,4,2,0,0,0,0,0,0,0,negative
2,5,7,3,4,3,0,0,0,0,0,0,0,negative
3,4,6,3,5,0,1,0,0,0,0,1,0,negative
1,9,4,0,5,1,0,1,0,0,0,0,0,negative
4,4,9,0,2,3,0,0,0,0,0,2,2,negative
3,6,6,3,4,6,0,1,0,0,0,2,0,negative
1,6,3,0,3,3,0,0,0,0,0,0,0,negative
4,5,5,1,3,2,0,1,0,0,0,1,1,negative
0,7,3,0,5,2,0,1,0,0,0,1,1,negative
0,7,5,0,2,1,0,0,0,0,0,1,2,negative
6,7,13,1,5,3,0,1,0,0,0,0,0,negative
6,9,13,3,2,0,0,0,0,0,0,1,1,negative
2,6,8,0,6,1,0,0,0,0,0,0,1,negative
4,5,9,0,4,1,0,0,0,0,0,0,1,negative
5,2,2,1,2,2,0,0,0,0,0,0,1,negative
4,4,4,1,2,2,0,1,0,0,0,0,0,negative
4,2,3,4,0,0,0,0,0,0,0,0,0,negative
3,2,4,2,1,0,0,0,0,0,0,1,0,negative
12,5,10,1,2,0,0,0,0,0,0,2,1,negative
12,4,10,1,6,0,0,0,0,0,0,2,1,negative
3,6,0,0,0,3,0,0,0,0,0,2,0,negative
2,9,8,2,3,2,0,0,0,0,0,0,0,negative
0,2,1,0,1,0,0,0,0,0,0,1,0,negative
13,10,9,7,5,5,0,0,0,0,0,0,2,negative
10,13,10,4,5,2,2,0,0,0,0,0,1,negative
3,5,10,5,7,1,0,0,0,0,0,0,0,negative
5,4,3,1,7,1,0,0,0,0,0,1,0,negative
0,1,4,0,2,2,0,2,0,0,0,0,1,negative
5,5,7,1,3,0,1,0,0,0,0,0,0,negative
1,5,10,0,4,0,0,0,0,0,0,0,0,negative
3,6,7,0,1,0,0,0,0,0,0,0,0,negative
2,7,11,3,5,4,0,1,0,0,0,0,2,negative
2,7,11,3,5,4,0,1,0,0,0,0,2,negative
4,5,10,4,7,0,1,0,0,0,0,0,1,negative
4,4,8,1,0,0,0,0,0,0,0,2,1,negative
1,3,6,3,0,2,0,0,0,0,0,0,0,negative
4,4,12,0,3,0,0,0,0,0,0,1,1,negative
1,5,3,0,2,0,0,0,0,0,0,1,0,negative
6,4,5,2,5,2,0,0,0,0,0,0,1,negative
6,7,7,0,3,2,0,0,0,0,0,0,0,negative
5,4,3,4,7,1,0,1,0,0,0,0,0,negative
3,12,9,0,2,1,0,0,0,0,0,2,1,negative
0,4,4,1,5,1,0,1,0,0,0,0,0,negative
3,3,3,4,5,1,0,0,0,0,0,0,1,negative
6,1,3,2,0,0,1,0,0,0,0,0,0,negative
3,13,9,0,5,2,0,0,0,0,0,0,0,negative
0,10,4,0,7,0,0,1,0,0,0,1,0,negative
3,2,5,1,0,0,0,0,0,0,0,1,0,negative
2,2,3,1,2,4,0,1,0,0,0,0,0,negative
6,4,10,0,6,1,0,0,0,0,0,0,0,negative
3,5,1,0,0,0,0,0,0,0,0,0,0,negative
5,9,12,4,6,3,0,1,0,0,0,0,1,negative
1,3,3,0,1,0,0,1,0,0,0,0,1,negative
3,3,3,4,5,1,0,0,0,0,0,0,1,negative
