@relation hcr_hashlex_testset

@attribute 41 numeric
@attribute 43 numeric
@attribute 42 numeric
@attribute 40 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 39 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute df.result.emo_pos numeric
@attribute df.result.emo_neg numeric
@attribute df.result.lex_pos numeric
@attribute df.result.lex_neg numeric
@attribute df.result.classe {positive,negative}

@data
5,13,8,1,5,0,0,0,0,0,0,0,0,negative
4,3,10,0,1,0,0,0,0,0,0,1,1,negative
5,7,6,0,6,6,0,1,0,0,0,0,1,negative
2,2,2,1,0,0,0,0,0,0,0,0,0,negative
10,10,5,3,3,3,1,0,0,0,0,0,1,negative
5,7,4,3,7,1,0,1,0,0,0,0,0,negative
2,6,4,1,1,2,0,0,0,0,0,0,0,negative
2,5,2,2,3,0,0,0,0,0,0,0,1,negative
9,8,7,1,2,0,0,0,0,0,0,0,0,negative
0,2,0,0,1,0,0,0,0,0,0,0,1,negative
1,2,2,0,1,2,0,0,0,0,0,2,1,negative
4,7,8,3,1,1,0,0,0,0,0,0,0,negative
1,1,0,1,0,0,0,0,0,0,0,1,1,negative
2,8,0,0,2,0,0,0,0,0,0,0,0,negative
3,4,6,0,2,2,0,0,0,0,0,0,1,negative
5,3,6,0,4,0,0,0,0,0,0,0,0,negative
4,5,7,0,5,3,0,1,0,0,0,2,0,negative
4,5,7,0,5,3,0,1,0,0,0,2,0,negative
1,2,7,0,0,1,0,0,0,0,0,0,0,negative
5,3,4,2,3,5,0,0,0,0,0,0,1,negative
3,5,2,0,7,6,0,0,0,0,0,1,0,negative
5,9,9,2,4,2,1,0,0,0,0,0,1,negative
3,5,6,1,5,1,0,0,0,0,0,0,3,negative
3,4,6,1,5,0,0,0,0,0,0,0,0,negative
2,10,5,0,4,2,0,0,0,0,0,0,1,negative
1,1,0,0,2,0,0,0,0,0,0,1,0,negative
2,3,5,0,2,1,0,1,0,0,0,0,0,negative
6,2,4,2,1,0,0,0,0,0,0,0,0,negative
3,11,7,2,6,1,1,1,0,0,0,0,1,negative
1,8,7,1,1,0,0,0,0,0,0,1,0,negative
6,5,6,2,6,0,0,0,0,0,0,0,0,negative
6,6,2,4,8,1,0,0,0,0,0,0,1,negative
1,2,1,0,2,4,0,0,0,0,0,0,1,negative
4,13,7,1,2,2,0,0,0,0,0,0,0,negative
4,3,2,2,3,0,0,0,0,0,0,1,1,negative
5,6,4,0,4,1,0,0,0,0,0,2,0,negative
4,11,11,2,3,1,0,0,0,0,0,0,1,negative
6,7,10,1,3,1,0,0,0,0,0,1,0,negative
5,3,6,3,6,2,0,1,0,0,0,1,1,negative
0,1,1,2,0,0,0,0,0,0,0,1,1,negative
4,8,3,5,6,2,1,0,0,0,0,1,0,negative
0,7,3,2,6,2,0,0,0,0,0,0,2,negative
6,4,3,0,4,1,0,0,0,0,0,0,1,negative
5,5,10,1,2,0,0,0,0,0,0,0,0,negative
6,5,5,1,1,3,0,0,0,0,0,2,1,negative
0,5,3,0,5,2,0,0,0,0,0,1,3,negative
1,6,3,1,2,1,0,0,0,0,0,1,0,negative
2,4,5,3,3,2,3,0,0,0,0,1,1,negative
2,2,3,0,1,2,0,0,0,0,0,1,0,negative
3,2,3,2,0,0,0,0,0,0,0,0,0,negative
6,6,7,3,1,0,0,0,0,0,0,0,1,negative
3,2,1,0,3,0,0,0,0,0,0,1,1,negative
4,5,2,0,1,4,0,0,1,0,0,0,0,negative
2,9,3,0,5,3,0,0,0,0,0,0,0,negative
5,5,8,1,4,3,0,0,0,0,0,0,0,negative
4,8,8,2,7,2,0,0,0,0,0,0,2,negative
4,5,6,3,1,1,0,0,0,0,0,1,1,negative
1,4,1,0,2,1,0,0,0,0,0,0,1,negative
1,8,2,0,6,6,0,0,0,0,0,0,0,negative
2,5,8,1,5,0,0,0,0,0,0,0,1,negative
3,5,6,0,1,1,0,0,0,0,0,0,0,negative
1,3,3,1,3,1,2,0,0,0,0,0,0,negative
8,6,8,1,4,2,2,1,0,0,0,0,1,negative
4,12,6,3,8,0,0,0,0,0,0,1,1,negative
5,6,5,1,1,3,2,1,0,0,0,2,0,negative
2,6,5,1,3,1,0,0,0,0,0,0,2,negative
1,1,2,0,0,1,0,0,0,0,0,0,0,negative
7,16,11,1,5,1,0,0,0,0,0,1,0,negative
6,7,11,1,2,1,0,0,0,0,0,1,0,negative
9,3,8,6,3,1,0,0,0,0,0,0,0,negative
6,6,6,0,6,2,0,0,0,0,0,1,0,negative
9,5,10,0,3,0,0,0,0,0,0,0,0,negative
5,8,7,1,2,1,0,1,0,0,0,0,0,negative
6,4,7,0,7,2,0,0,0,0,0,0,1,negative
5,13,8,1,4,2,0,0,0,0,0,0,0,negative
6,8,10,3,2,6,1,0,0,0,0,2,1,negative
4,11,5,2,4,6,0,0,0,0,0,1,2,negative
0,3,3,0,1,0,0,0,0,0,0,1,0,negative
4,2,4,2,0,0,0,0,0,0,0,1,0,negative
4,3,4,1,5,0,0,0,0,0,0,0,3,negative
9,4,8,3,0,0,0,0,0,0,0,1,1,negative
11,3,9,4,0,1,0,0,0,0,0,0,3,negative
1,3,3,0,1,0,0,0,0,0,0,0,1,negative
0,8,7,1,3,4,0,0,0,0,0,1,0,negative
5,10,3,3,3,2,1,0,0,0,0,0,1,negative
3,4,6,3,1,0,0,0,0,0,0,0,0,negative
5,6,8,1,3,0,1,0,0,0,0,0,0,negative
5,2,7,0,1,0,0,0,0,0,0,0,0,negative
6,6,9,0,3,2,0,1,0,0,0,0,0,negative
4,1,7,2,1,4,0,0,0,0,0,0,0,negative
2,3,4,1,2,0,0,0,0,0,0,0,1,negative
3,3,4,1,1,2,0,0,0,0,0,1,0,negative
0,8,11,0,2,0,0,0,0,0,0,0,0,negative
1,9,6,2,6,0,0,0,0,0,0,1,0,negative
2,2,0,1,7,3,2,0,0,0,0,0,1,negative
2,7,3,2,4,2,0,0,0,0,0,0,0,negative
3,5,8,2,7,2,0,0,0,0,0,0,2,negative
0,5,4,0,2,0,0,0,0,0,0,1,1,negative
6,5,12,0,4,1,0,0,0,0,0,1,2,negative
5,4,5,1,1,0,0,0,0,0,0,0,0,negative
4,11,8,0,4,0,0,0,0,0,0,0,0,negative
2,5,2,1,6,5,0,2,0,0,0,0,3,negative
3,5,7,3,7,1,0,1,0,0,0,0,1,negative
1,6,7,0,4,3,1,0,0,0,0,0,2,negative
0,4,4,2,12,4,0,2,0,0,0,0,1,negative
1,6,6,0,5,2,0,0,0,0,0,2,0,negative
8,5,9,0,5,0,0,0,0,0,0,0,1,negative
1,2,2,0,2,0,0,0,0,0,0,0,0,negative
2,18,10,1,3,4,0,2,0,0,0,0,0,negative
6,6,8,3,2,1,0,0,0,0,0,1,2,negative
1,6,4,0,3,3,0,0,0,0,0,1,0,negative
0,2,1,0,3,1,0,0,0,0,0,0,1,negative
0,9,8,0,6,3,0,0,0,0,0,1,0,negative
4,5,8,2,4,4,0,1,0,0,0,1,1,negative
3,5,3,1,3,0,0,0,0,0,0,1,0,negative
4,4,6,2,3,0,0,0,0,0,0,0,0,negative
2,7,2,1,7,1,0,0,0,0,0,0,1,negative
5,11,8,2,3,1,0,1,0,0,0,0,2,negative
1,10,5,0,5,2,0,0,0,0,0,1,1,negative
5,6,8,2,1,1,2,0,0,0,0,1,0,negative
4,1,8,0,2,1,0,0,0,0,0,0,1,negative
1,9,10,0,4,0,0,0,0,0,0,0,1,negative
8,4,6,1,3,0,0,0,0,0,0,0,1,negative
1,7,1,3,3,2,2,0,0,0,0,0,0,negative
8,5,9,1,1,0,0,0,0,0,0,0,1,negative
0,4,0,2,5,0,0,0,0,0,0,0,1,negative
9,5,11,0,8,0,0,0,0,0,0,1,0,negative
8,6,10,2,4,2,1,0,0,0,0,0,2,negative
10,8,6,3,3,3,1,0,0,0,0,1,1,negative
2,6,1,0,7,2,0,0,0,0,0,0,0,negative
3,7,13,2,3,2,0,0,0,0,0,1,0,negative
5,8,5,2,4,5,1,0,0,0,0,1,0,negative
6,11,12,2,5,0,0,0,0,0,0,0,1,negative
4,4,6,1,2,6,0,0,0,0,0,0,2,negative
2,7,12,0,4,0,0,0,0,0,0,0,0,negative
1,1,1,4,1,0,0,0,0,0,0,0,0,negative
2,2,5,0,2,0,0,0,0,0,0,0,0,negative
0,7,8,0,7,1,0,0,0,0,0,0,0,negative
4,5,5,0,6,0,0,0,0,0,0,0,1,negative
3,7,6,0,1,0,0,0,0,0,0,1,1,negative
7,5,7,3,8,2,0,1,0,0,0,0,2,negative
6,12,10,1,8,1,0,0,0,0,0,0,3,negative
8,4,5,2,1,0,0,0,0,0,0,0,0,negative
2,6,4,4,5,2,0,0,0,0,0,0,2,negative
8,7,8,1,5,1,0,0,0,0,0,0,2,negative
0,6,2,0,3,0,0,0,0,0,0,0,0,negative
4,4,6,5,2,0,0,0,0,0,0,0,1,negative
5,8,8,2,3,2,0,0,0,0,0,1,0,negative
9,5,11,0,4,0,0,0,0,0,0,1,0,negative
3,4,6,0,8,5,0,0,0,0,0,0,1,negative
3,2,7,0,2,0,0,0,0,0,0,0,0,negative
7,2,6,5,3,1,0,0,0,0,0,1,2,negative
6,9,5,0,4,3,0,0,0,0,0,0,0,negative
4,8,7,1,3,3,0,0,0,0,0,0,0,negative
9,14,27,4,15,3,1,0,0,0,0,0,0,negative
6,7,7,1,7,3,0,0,0,0,0,0,2,negative
2,4,3,4,3,1,0,0,0,0,0,0,0,negative
1,6,5,1,2,0,0,0,0,0,0,1,1,negative
2,6,6,1,6,0,0,0,0,0,0,0,2,negative
3,6,8,4,4,1,0,0,0,0,0,0,2,negative
7,10,10,1,3,0,0,0,0,0,0,0,0,negative
8,7,9,5,1,0,0,0,0,0,0,2,1,negative
3,5,5,0,1,0,0,1,0,0,0,0,0,negative
3,3,2,0,0,0,0,0,0,0,0,0,0,negative
3,5,3,2,3,1,0,0,0,0,0,0,0,negative
6,7,9,1,5,2,0,0,0,0,0,0,1,negative
2,2,1,0,0,0,0,0,0,0,0,0,1,negative
5,4,9,2,1,1,0,0,0,0,0,0,0,negative
5,2,8,0,4,3,0,0,0,0,0,0,2,negative
5,4,10,4,1,1,0,3,0,0,0,0,0,negative
4,6,5,2,10,0,0,0,0,0,0,1,1,negative
2,3,2,1,2,0,0,1,0,0,0,0,0,negative
2,10,5,4,1,2,0,0,0,0,0,0,1,negative
5,2,6,0,5,1,0,0,0,0,0,0,0,negative
2,2,0,4,0,0,0,0,0,0,0,0,0,negative
1,5,7,0,5,0,0,0,0,0,0,0,1,negative
6,9,8,2,4,3,0,0,0,0,0,0,1,negative
4,6,7,2,2,0,0,0,0,0,0,0,0,negative
2,4,4,5,4,1,0,0,0,0,0,2,1,negative
0,7,5,0,1,0,0,0,0,0,0,0,0,negative
4,15,8,0,4,2,0,0,0,0,0,0,0,negative
5,12,6,1,3,2,0,0,0,0,0,0,0,negative
5,1,6,0,4,1,0,0,0,0,0,1,0,negative
3,3,6,0,6,4,0,0,0,0,0,1,1,negative
6,3,3,3,3,2,3,0,0,0,0,0,0,negative
1,9,7,0,10,1,0,0,0,0,0,1,1,negative
5,9,18,4,3,1,0,0,0,0,0,0,0,negative
0,12,3,0,5,0,0,1,0,0,0,0,0,negative
0,2,5,0,2,0,0,0,0,0,0,0,1,negative
7,0,2,3,1,1,0,0,0,0,0,0,2,negative
4,4,2,4,2,1,0,0,0,0,0,0,0,negative
1,8,2,0,3,0,0,0,0,0,0,1,0,negative
0,3,4,0,4,4,0,0,0,0,0,1,0,negative
7,5,6,5,2,0,0,0,0,0,0,0,1,negative
7,3,4,6,2,0,0,0,0,0,0,0,0,negative
7,14,10,0,2,0,0,0,0,0,0,0,0,negative
4,4,5,2,2,2,0,0,0,0,0,0,0,negative
